"X","X0","X1","X2","X3","X4","X5"
11176,1033128,"FIRST INDUSTRIAL LP","10-K","2018-02-27","edgar/data/1033128/0001628280-18-002320.txt","edgar/data/1033128/0001628280-18-002320-index.html"
11259,103379,"V F CORP","10-K","2018-02-28","edgar/data/103379/0000103379-18-000003.txt","edgar/data/103379/0000103379-18-000003-index.html"
11314,1033905,"LUMINEX CORP","10-K","2018-02-26","edgar/data/1033905/0001033905-18-000014.txt","edgar/data/1033905/0001033905-18-000014-index.html"
11372,1034054,"SBA COMMUNICATIONS CORP","10-K","2018-03-01","edgar/data/1034054/0001034054-18-000003.txt","edgar/data/1034054/0001034054-18-000003-index.html"
11571,1034563,"ICAHN ENTERPRISES HOLDINGS L.P.","10-K","2018-03-01","edgar/data/1034563/0000813762-18-000029.txt","edgar/data/1034563/0000813762-18-000029-index.html"
11620,1034670,"AUTOLIV INC","10-K","2018-02-22","edgar/data/1034670/0001564590-18-002787.txt","edgar/data/1034670/0001564590-18-002787-index.html"
11677,1034760,"WIDEPOINT CORP","10-K","2018-03-21","edgar/data/1034760/0001144204-18-016169.txt","edgar/data/1034760/0001144204-18-016169-index.html"
11694,1034842,"RIGEL PHARMACEUTICALS INC","10-K","2018-03-06","edgar/data/1034842/0001558370-18-001555.txt","edgar/data/1034842/0001558370-18-001555-index.html"
11758,1035002,"VALERO ENERGY CORP/TX","10-K","2018-02-28","edgar/data/1035002/0001035002-18-000010.txt","edgar/data/1035002/0001035002-18-000010-index.html"
11785,1035092,"SHORE BANCSHARES INC","10-K","2018-03-16","edgar/data/1035092/0001144204-18-015095.txt","edgar/data/1035092/0001144204-18-015095-index.html"
11819,1035201,"CALIFORNIA WATER SERVICE GROUP","10-K","2018-03-01","edgar/data/1035201/0001035201-18-000003.txt","edgar/data/1035201/0001035201-18-000003-index.html"
11901,1035216,"SOUTH JERSEY GAS Co","10-K","2018-02-26","edgar/data/1035216/0000091928-18-000034.txt","edgar/data/1035216/0000091928-18-000034-index.html"
11904,1035267,"INTUITIVE SURGICAL INC","10-K","2018-02-02","edgar/data/1035267/0001035267-18-000013.txt","edgar/data/1035267/0001035267-18-000013-index.html"
11946,1035354,"Eloxx Pharmaceuticals, Inc.","10-K","2018-03-16","edgar/data/1035354/0001193125-18-086028.txt","edgar/data/1035354/0001193125-18-086028-index.html"
11968,1035443,"ALEXANDRIA REAL ESTATE EQUITIES INC","10-K","2018-01-30","edgar/data/1035443/0001035443-18-000028.txt","edgar/data/1035443/0001035443-18-000028-index.html"
12016,1035688,"SELECT MEDICAL CORP","10-K","2018-02-22","edgar/data/1035688/0001628280-18-002017.txt","edgar/data/1035688/0001628280-18-002017-index.html"
12024,1035748,"CALLIDUS SOFTWARE INC","10-K","2018-02-28","edgar/data/1035748/0001035748-18-000007.txt","edgar/data/1035748/0001035748-18-000007-index.html"
12084,1035976,"FNCB Bancorp, Inc.","10-K","2018-03-09","edgar/data/1035976/0001437749-18-004315.txt","edgar/data/1035976/0001437749-18-004315-index.html"
12143,1035983,"COMFORT SYSTEMS USA INC","10-K","2018-02-22","edgar/data/1035983/0001558370-18-000936.txt","edgar/data/1035983/0001558370-18-000936-index.html"
12161,1036044,"Identiv, Inc.","10-K","2018-03-29","edgar/data/1036044/0001564590-18-007026.txt","edgar/data/1036044/0001564590-18-007026-index.html"
12211,1036262,"INTEST CORP","10-K","2018-03-28","edgar/data/1036262/0001437749-18-005659.txt","edgar/data/1036262/0001437749-18-005659-index.html"
12244,103682,"VIRGINIA ELECTRIC & POWER CO","10-K","2018-02-27","edgar/data/103682/0001193125-18-059578.txt","edgar/data/103682/0001193125-18-059578-index.html"
12250,1036848,"AEROCENTURY CORP","10-K","2018-03-08","edgar/data/1036848/0001036848-18-000004.txt","edgar/data/1036848/0001036848-18-000004-index.html"
12255,1037016,"NII HOLDINGS INC","10-K","2018-03-15","edgar/data/1037016/0001037016-18-000010.txt","edgar/data/1037016/0001037016-18-000010-index.html"
12299,103730,"VISHAY INTERTECHNOLOGY INC","10-K","2018-02-16","edgar/data/103730/0000103730-18-000008.txt","edgar/data/103730/0000103730-18-000008-index.html"
12548,1037390,"GRIFFIN INDUSTRIAL REALTY, INC.","10-K","2018-02-08","edgar/data/1037390/0001558370-18-000519.txt","edgar/data/1037390/0001558370-18-000519-index.html"
12562,1037540,"BOSTON PROPERTIES INC","10-K","2018-02-28","edgar/data/1037540/0001656423-18-000004.txt","edgar/data/1037540/0001656423-18-000004-index.html"
12592,1037646,"METTLER TOLEDO INTERNATIONAL INC/","10-K","2018-02-09","edgar/data/1037646/0001037646-18-000006.txt","edgar/data/1037646/0001037646-18-000006-index.html"
12612,1037676,"ARCH COAL INC","10-K","2018-02-23","edgar/data/1037676/0001628280-18-002109.txt","edgar/data/1037676/0001628280-18-002109-index.html"
12653,1037868,"AMETEK INC/","10-K","2018-02-22","edgar/data/1037868/0001193125-18-053631.txt","edgar/data/1037868/0001193125-18-053631-index.html"
12718,1037976,"JONES LANG LASALLE INC","10-K","2018-02-23","edgar/data/1037976/0001037976-18-000008.txt","edgar/data/1037976/0001037976-18-000008-index.html"
12752,1038074,"SILICON LABORATORIES INC","10-K","2018-01-31","edgar/data/1038074/0001047469-18-000522.txt","edgar/data/1038074/0001047469-18-000522-index.html"
12786,1038133,"HESKA CORP","10-K","2018-03-09","edgar/data/1038133/0001038133-18-000007.txt","edgar/data/1038133/0001038133-18-000007-index.html"
12829,1038222,"Reis, Inc.","10-K","2018-03-08","edgar/data/1038222/0001193125-18-074264.txt","edgar/data/1038222/0001193125-18-074264-index.html"
12854,1038277,"INTERNATIONAL ISOTOPES INC","10-K","2018-03-30","edgar/data/1038277/0001515971-18-000027.txt","edgar/data/1038277/0001515971-18-000027-index.html"
12861,1038357,"PIONEER NATURAL RESOURCES CO","10-K","2018-02-20","edgar/data/1038357/0001038357-18-000015.txt","edgar/data/1038357/0001038357-18-000015-index.html"
12936,1038509,"PRUCO LIFE INSURANCE OF NEW JERSEY","10-K","2018-03-08","edgar/data/1038509/0001038509-18-000007.txt","edgar/data/1038509/0001038509-18-000007-index.html"
13000,103872,"VOLT INFORMATION SCIENCES, INC.","10-K","2018-01-12","edgar/data/103872/0000103872-18-000006.txt","edgar/data/103872/0000103872-18-000006-index.html"
13013,1038773,"SMARTFINANCIAL INC.","10-K","2018-03-16","edgar/data/1038773/0001038773-18-000010.txt","edgar/data/1038773/0001038773-18-000010-index.html"
13089,1039101,"L3 TECHNOLOGIES, INC.","10-K","2018-02-22","edgar/data/1039101/0001140361-18-009565.txt","edgar/data/1039101/0001140361-18-009565-index.html"
13161,1039399,"FORMFACTOR INC","10-K","2018-02-27","edgar/data/1039399/0001039399-18-000014.txt","edgar/data/1039399/0001039399-18-000014-index.html"
13200,1039684,"ONEOK INC /NEW/","10-K","2018-02-27","edgar/data/1039684/0001039684-18-000021.txt","edgar/data/1039684/0001039684-18-000021-index.html"
13268,1039828,"AMERICAN EQUITY INVESTMENT LIFE HOLDING CO","10-K","2018-02-23","edgar/data/1039828/0001039828-18-000006.txt","edgar/data/1039828/0001039828-18-000006-index.html"
13333,1040161,"PIXELWORKS, INC","10-K","2018-03-14","edgar/data/1040161/0001040161-18-000006.txt","edgar/data/1040161/0001040161-18-000006-index.html"
13416,1040426,"SYNTEL INC","10-K","2018-02-26","edgar/data/1040426/0001193125-18-058590.txt","edgar/data/1040426/0001193125-18-058590-index.html"
13474,1040593,"CARRIZO OIL & GAS INC","10-K","2018-02-28","edgar/data/1040593/0001040593-18-000017.txt","edgar/data/1040593/0001040593-18-000017-index.html"
13617,1040765,"VORNADO REALTY LP","10-K","2018-02-12","edgar/data/1040765/0000899689-18-000009.txt","edgar/data/1040765/0000899689-18-000009-index.html"
13646,1040829,"Ryman Hospitality Properties, Inc.","10-K","2018-02-27","edgar/data/1040829/0001193125-18-060772.txt","edgar/data/1040829/0001193125-18-060772-index.html"
13689,1040896,"Intellicheck, Inc.","10-K","2018-03-23","edgar/data/1040896/0001493152-18-003779.txt","edgar/data/1040896/0001493152-18-003779-index.html"
13700,1040971,"SL GREEN REALTY CORP","10-K","2018-02-23","edgar/data/1040971/0001040971-18-000006.txt","edgar/data/1040971/0001040971-18-000006-index.html"
13730,1041024,"ROCKWELL MEDICAL, INC.","10-K","2018-03-15","edgar/data/1041024/0001558370-18-002142.txt","edgar/data/1041024/0001558370-18-002142-index.html"
13746,1041061,"YUM BRANDS INC","10-K","2018-02-22","edgar/data/1041061/0001041061-18-000013.txt","edgar/data/1041061/0001041061-18-000013-index.html"
13877,1041550,"HOPFED BANCORP INC","10-K","2018-03-15","edgar/data/1041550/0001193125-18-083696.txt","edgar/data/1041550/0001193125-18-083696-index.html"
13905,1041657,"URBAN ONE, INC.","10-K","2018-03-16","edgar/data/1041657/0001144204-18-015060.txt","edgar/data/1041657/0001144204-18-015060-index.html"
13981,104169,"Walmart Inc.","10-K","2018-03-30","edgar/data/104169/0000104169-18-000028.txt","edgar/data/104169/0000104169-18-000028-index.html"
14075,1041859,"Childrens Place, Inc.","10-K","2018-03-22","edgar/data/1041859/0001628280-18-003499.txt","edgar/data/1041859/0001628280-18-003499-index.html"
14142,1042046,"AMERICAN FINANCIAL GROUP INC","10-K","2018-02-23","edgar/data/1042046/0001042046-18-000014.txt","edgar/data/1042046/0001042046-18-000014-index.html"
14190,1042074,"CymaBay Therapeutics, Inc.","10-K","2018-03-15","edgar/data/1042074/0001564590-18-005831.txt","edgar/data/1042074/0001564590-18-005831-index.html"
14250,1042418,"HedgePath Pharmaceuticals, Inc.","10-K","2018-02-16","edgar/data/1042418/0001193125-18-047834.txt","edgar/data/1042418/0001193125-18-047834-index.html"
14283,1042642,"DISH DBS CORP","10-K","2018-03-30","edgar/data/1042642/0001558370-18-002595.txt","edgar/data/1042642/0001558370-18-002595-index.html"
14286,1042729,"MERCANTILE BANK CORP","10-K","2018-03-05","edgar/data/1042729/0001437749-18-003838.txt","edgar/data/1042729/0001437749-18-003838-index.html"
14294,1042773,"CENTERPOINT ENERGY RESOURCES CORP","10-K","2018-02-22","edgar/data/1042773/0001042773-18-000004.txt","edgar/data/1042773/0001042773-18-000004-index.html"
14299,1042776,"Piedmont Office Realty Trust, Inc.","10-K","2018-02-21","edgar/data/1042776/0001042776-18-000040.txt","edgar/data/1042776/0001042776-18-000040-index.html"
14335,1042893,"DRIL-QUIP INC","10-K","2018-02-27","edgar/data/1042893/0001042893-18-000003.txt","edgar/data/1042893/0001042893-18-000003-index.html"
14354,1043000,"CAPITAL SENIOR LIVING CORP","10-K","2018-03-02","edgar/data/1043000/0001564590-18-004240.txt","edgar/data/1043000/0001564590-18-004240-index.html"
14384,1043121,"BOSTON PROPERTIES LTD PARTNERSHIP","10-K","2018-02-28","edgar/data/1043121/0001656423-18-000004.txt","edgar/data/1043121/0001656423-18-000004-index.html"
14400,1043186,"American Electric Technologies Inc","10-K","2018-03-29","edgar/data/1043186/0001564590-18-007087.txt","edgar/data/1043186/0001564590-18-007087-index.html"
14406,1043219,"ANNALY CAPITAL MANAGEMENT INC","10-K","2018-02-16","edgar/data/1043219/0001628280-18-001815.txt","edgar/data/1043219/0001628280-18-001815-index.html"
14437,1043222,"CHINAWE COM INC","10-K","2018-03-29","edgar/data/1043222/0001615774-18-002174.txt","edgar/data/1043222/0001615774-18-002174-index.html"
14454,1043277,"C H ROBINSON WORLDWIDE INC","10-K","2018-02-28","edgar/data/1043277/0001043277-18-000007.txt","edgar/data/1043277/0001043277-18-000007-index.html"
14507,1043337,"STONERIDGE INC","10-K","2018-03-07","edgar/data/1043337/0001144204-18-013135.txt","edgar/data/1043337/0001144204-18-013135-index.html"
14541,1043509,"SONIC AUTOMOTIVE INC","10-K","2018-02-28","edgar/data/1043509/0001564590-18-003800.txt","edgar/data/1043509/0001564590-18-003800-index.html"
14570,1043565,"POTOMAC FUTURES FUND LP","10-K","2018-03-28","edgar/data/1043565/0001193125-18-098996.txt","edgar/data/1043565/0001193125-18-098996-index.html"
14571,1043604,"JUNIPER NETWORKS INC","10-K","2018-02-23","edgar/data/1043604/0001043604-18-000011.txt","edgar/data/1043604/0001043604-18-000011-index.html"
14643,1043951,"CAMPBELL FUND TRUST","10-K","2018-03-29","edgar/data/1043951/0001140361-18-015897.txt","edgar/data/1043951/0001140361-18-015897-index.html"
14691,1044378,"BIOCEPT INC","10-K","2018-03-28","edgar/data/1044378/0001564590-18-006985.txt","edgar/data/1044378/0001564590-18-006985-index.html"
14734,1044777,"VASCO DATA SECURITY INTERNATIONAL INC","10-K","2018-03-08","edgar/data/1044777/0001558370-18-001736.txt","edgar/data/1044777/0001558370-18-001736-index.html"
14835,1045309,"W R GRACE & CO","10-K","2018-02-22","edgar/data/1045309/0001045309-18-000014.txt","edgar/data/1045309/0001045309-18-000014-index.html"
14860,1045425,"RAIT Financial Trust","10-K","2018-03-16","edgar/data/1045425/0001564590-18-006057.txt","edgar/data/1045425/0001564590-18-006057-index.html"
14876,1045450,"EPR PROPERTIES","10-K","2018-03-01","edgar/data/1045450/0001045450-18-000021.txt","edgar/data/1045450/0001045450-18-000021-index.html"
15077,1045609,"Prologis, Inc.","10-K","2018-02-15","edgar/data/1045609/0001564590-18-002228.txt","edgar/data/1045609/0001564590-18-002228-index.html"
15126,1045610,"Prologis, L.P.","10-K","2018-02-15","edgar/data/1045610/0001564590-18-002228.txt","edgar/data/1045610/0001564590-18-002228-index.html"
15136,10456,"BAXTER INTERNATIONAL INC","10-K","2018-02-23","edgar/data/10456/0001564590-18-002954.txt","edgar/data/10456/0001564590-18-002954-index.html"
15180,1045742,"LIVE VENTURES Inc","10-K","2018-01-18","edgar/data/1045742/0001683168-18-000179.txt","edgar/data/1045742/0001683168-18-000179-index.html"
15195,1045810,"NVIDIA CORP","10-K","2018-02-28","edgar/data/1045810/0001045810-18-000010.txt","edgar/data/1045810/0001045810-18-000010-index.html"
15263,1046025,"HERITAGE FINANCIAL CORP /WA/","10-K","2018-02-28","edgar/data/1046025/0001046025-18-000014.txt","edgar/data/1046025/0001046025-18-000014-index.html"
15320,1046102,"RITCHIE BROS AUCTIONEERS INC","10-K","2018-02-26","edgar/data/1046102/0001279569-18-000342.txt","edgar/data/1046102/0001279569-18-000342-index.html"
15397,1046203,"GUARANTY FEDERAL BANCSHARES INC","10-K","2018-03-30","edgar/data/1046203/0001437749-18-005913.txt","edgar/data/1046203/0001437749-18-005913-index.html"
15422,1046257,"Ingredion Inc","10-K","2018-02-21","edgar/data/1046257/0001558370-18-000857.txt","edgar/data/1046257/0001558370-18-000857-index.html"
15492,1046311,"CHOICE HOTELS INTERNATIONAL INC /DE","10-K","2018-03-01","edgar/data/1046311/0001046311-18-000006.txt","edgar/data/1046311/0001046311-18-000006-index.html"
15554,1046327,"REALNETWORKS INC","10-K","2018-02-27","edgar/data/1046327/0001046327-18-000010.txt","edgar/data/1046327/0001046327-18-000010-index.html"
15585,1046568,"CAREER EDUCATION CORP","10-K","2018-02-21","edgar/data/1046568/0001564590-18-002683.txt","edgar/data/1046568/0001564590-18-002683-index.html"
15617,1046995,"EMAGIN CORP","10-K","2018-03-30","edgar/data/1046995/0001562762-18-000120.txt","edgar/data/1046995/0001562762-18-000120-index.html"
15667,1047122,"RAYTHEON CO/","10-K","2018-02-14","edgar/data/1047122/0001047122-18-000022.txt","edgar/data/1047122/0001047122-18-000022-index.html"
15728,1047127,"AMKOR TECHNOLOGY, INC.","10-K","2018-02-23","edgar/data/1047127/0001047127-18-000009.txt","edgar/data/1047127/0001047127-18-000009-index.html"
15750,1047166,"UNITED RENTALS NORTH AMERICA INC","10-K","2018-01-24","edgar/data/1047166/0001067701-18-000006.txt","edgar/data/1047166/0001067701-18-000006-index.html"
15779,1047335,"NATIONAL HEALTHCARE CORP","10-K","2018-02-20","edgar/data/1047335/0001437749-18-002879.txt","edgar/data/1047335/0001437749-18-002879-index.html"
15792,1047340,"FRESH DEL MONTE PRODUCE INC","10-K","2018-02-20","edgar/data/1047340/0001047340-18-000030.txt","edgar/data/1047340/0001047340-18-000030-index.html"
15877,1047862,"CONSOLIDATED EDISON INC","10-K","2018-02-15","edgar/data/1047862/0001047862-18-000037.txt","edgar/data/1047862/0001047862-18-000037-index.html"
15937,1047884,"ANWORTH MORTGAGE ASSET CORP","10-K","2018-02-28","edgar/data/1047884/0001558370-18-001273.txt","edgar/data/1047884/0001558370-18-001273-index.html"
15987,1048286,"MARRIOTT INTERNATIONAL INC /MD/","10-K","2018-02-15","edgar/data/1048286/0001628280-18-001756.txt","edgar/data/1048286/0001628280-18-001756-index.html"
16040,1048477,"BIOMARIN PHARMACEUTICAL INC","10-K","2018-02-26","edgar/data/1048477/0001564590-18-003114.txt","edgar/data/1048477/0001564590-18-003114-index.html"
16360,1048789,"FelCor Lodging LP","10-K","2018-03-02","edgar/data/1048789/0001715629-18-000002.txt","edgar/data/1048789/0001715629-18-000002-index.html"
16367,104889,"Graham Holdings Co","10-K","2018-02-23","edgar/data/104889/0000104889-18-000011.txt","edgar/data/104889/0000104889-18-000011-index.html"
16407,104894,"WASHINGTON REAL ESTATE INVESTMENT TRUST","10-K","2018-02-20","edgar/data/104894/0000104894-18-000022.txt","edgar/data/104894/0000104894-18-000022-index.html"
16452,104918,"AVISTA CORP","10-K","2018-02-21","edgar/data/104918/0000104918-18-000043.txt","edgar/data/104918/0000104918-18-000043-index.html"
16509,1049502,"MKS INSTRUMENTS INC","10-K","2018-02-28","edgar/data/1049502/0001193125-18-062607.txt","edgar/data/1049502/0001193125-18-062607-index.html"
16566,1049606,"COMPX INTERNATIONAL INC","10-K","2018-02-28","edgar/data/1049606/0001564590-18-003809.txt","edgar/data/1049606/0001564590-18-003809-index.html"
16606,1049782,"BROOKLINE BANCORP INC","10-K","2018-02-28","edgar/data/1049782/0001049782-18-000002.txt","edgar/data/1049782/0001049782-18-000002-index.html"
16656,105016,"WATSCO INC","10-K","2018-03-01","edgar/data/105016/0001193125-18-067229.txt","edgar/data/105016/0001193125-18-067229-index.html"
16691,1050377,"PC CONNECTION INC","10-K","2018-03-09","edgar/data/1050377/0001558370-18-001807.txt","edgar/data/1050377/0001558370-18-001807-index.html"
16710,1050441,"EAGLE BANCORP INC","10-K","2018-03-01","edgar/data/1050441/0001104659-18-014116.txt","edgar/data/1050441/0001104659-18-014116-index.html"
16749,1050446,"MICROSTRATEGY INC","10-K","2018-02-07","edgar/data/1050446/0001564590-18-001547.txt","edgar/data/1050446/0001564590-18-001547-index.html"
16821,1050606,"SALEM MEDIA GROUP, INC. /DE/","10-K","2018-03-16","edgar/data/1050606/0001144204-18-015007.txt","edgar/data/1050606/0001144204-18-015007-index.html"
16835,1050743,"PEAPACK GLADSTONE FINANCIAL CORP","10-K","2018-03-12","edgar/data/1050743/0001174947-18-000352.txt","edgar/data/1050743/0001174947-18-000352-index.html"
16888,1050797,"COLUMBIA SPORTSWEAR CO","10-K","2018-02-22","edgar/data/1050797/0001050797-18-000004.txt","edgar/data/1050797/0001050797-18-000004-index.html"
16963,1050915,"QUANTA SERVICES INC","10-K","2018-02-28","edgar/data/1050915/0001050915-18-000003.txt","edgar/data/1050915/0001050915-18-000003-index.html"
17032,1051251,"J CREW GROUP INC","10-K","2018-03-27","edgar/data/1051251/0001564590-18-006853.txt","edgar/data/1051251/0001564590-18-006853-index.html"
17053,1051343,"COMMUNITY WEST BANCSHARES /","10-K","2018-03-02","edgar/data/1051343/0001140361-18-011708.txt","edgar/data/1051343/0001140361-18-011708-index.html"
